364,381,398,415,431,448,465,481,498,515,531,548,565,581,598,615,632,648,665,682,698,715,732,748,765,782,798,815,832,849,865,882,899,915,932,949,965,982,999,1015,1032,1049,1066,1082,1099,1116,1132,1149,1166,1182,1199,1216,1232,1249,1266,1283,1299,1316,1333,1349,1366,1383,1399,1416,1433,1449,1466,1483,1500,1516,1533,1550,1566,1583,1600,1616,1633,1650,1666,1683,1700,1717,1733,1750,1767,1783,1800,1817,1833,1850,1867,1883,1900,1917,1934,1950,1967,1984,2000,2017,2034,2050,2067,2084,2100,2117,2134,2151,2167,2184,2201,2217,2234,2251,2267,2284,2301,2317,2334,2351,2368,2384,2401,2418,2434,2451,2468,2484,2501,2518,2534,2551,2568,2585,2601,2618,2635,2651,2668,2685,2701,2718,2735,2751,2768,2785,2802,2818,2835,2852,2868,2885,2902,2918,2935,2952,2968,2985,3002,3019,3035,3052,3069,3085,3102,3119,3135,3152,3169,3185,3202,3219,3236,3252,3269
0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.02,0.021,0.022,0.023,0.024,0.025,0.026,0.027,0.028,0.029,0.03,0.031,0.032,0.033,0.034,0.035,0.036,0.037,0.038,0.039,0.04,0.041,0.042,0.043,0.044,0.045,0.046,0.047,0.048,0.049,0.05,0.051,0.052,0.053,0.054,0.055,0.056,0.057,0.058,0.059,0.06,0.061,0.062,0.063,0.064,0.065,0.066,0.067,0.068,0.069,0.07,0.071,0.072,0.073,0.074,0.075,0.076,0.077,0.078,0.079,0.08,0.081,0.082,0.083,0.084,0.085,0.086,0.087,0.088,0.089,0.09,0.091,0.092,0.093,0.094,0.095,0.096,0.097,0.098,0.099,0.1,0.101,0.102,0.103,0.104,0.105,0.106,0.107,0.108,0.109,0.11,0.111,0.112,0.113,0.114,0.115,0.116,0.117,0.118,0.119,0.12,0.121,0.122,0.123,0.124,0.125,0.126,0.127,0.128,0.129,0.13,0.131,0.132,0.133,0.134,0.135,0.136,0.137,0.138,0.139,0.14,0.141,0.142,0.143,0.144,0.145,0.146,0.147,0.148,0.149,0.15,0.151,0.152,0.153,0.154,0.155,0.156,0.157,0.158,0.159,0.16,0.161,0.162,0.163,0.164,0.165,0.166,0.167,0.168,0.169,0.17,0.171,0.172,0.173,0.174
