292,309,326,343,359,376,393,409,426,443,459,476,493,509,526,543,560,576,593,610,626,643,660,676,693,710,726,743,760,777,793,810,827,843,860,877,893,910,927,943,960,977,994,1010,1027,1044,1060,1077,1094,1110,1127,1144,1160,1177,1194,1211,1227,1244,1261,1277,1294,1311,1327,1344,1361,1377,1394,1411,1428,1444,1461,1478,1494,1511,1528,1544,1561,1578,1594,1611,1628,1645,1661,1678,1695,1711,1728,1745,1761,1778,1795,1811,1828,1845,1862,1878,1895,1912,1928,1945,1962,1978,1995,2012,2028,2045,2062,2079,2095,2112,2129,2145,2162,2179,2195,2212,2229,2245,2262,2279,2296,2312,2329,2346,2362,2379,2396,2412,2429,2446,2462,2479,2496,2513,2529,2546,2563,2579,2596,2613,2629,2646,2663,2679,2696,2713,2730,2746,2763,2780,2796,2813,2830,2846,2863,2880,2896,2913,2930,2947,2963,2980,2997,3013,3030,3047,3063,3080,3097,3113,3130,3147,3164,3180,3197,3214,3230,3247,3264
0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.02,0.021,0.022,0.023,0.024,0.025,0.026,0.027,0.028,0.029,0.03,0.031,0.032,0.033,0.034,0.035,0.036,0.037,0.038,0.039,0.04,0.041,0.042,0.043,0.044,0.045,0.046,0.047,0.048,0.049,0.05,0.051,0.052,0.053,0.054,0.055,0.056,0.057,0.058,0.059,0.06,0.061,0.062,0.063,0.064,0.065,0.066,0.067,0.068,0.069,0.07,0.071,0.072,0.073,0.074,0.075,0.076,0.077,0.078,0.079,0.08,0.081,0.082,0.083,0.084,0.085,0.086,0.087,0.088,0.089,0.09,0.091,0.092,0.093,0.094,0.095,0.096,0.097,0.098,0.099,0.1,0.101,0.102,0.103,0.104,0.105,0.106,0.107,0.108,0.109,0.11,0.111,0.112,0.113,0.114,0.115,0.116,0.117,0.118,0.119,0.12,0.121,0.122,0.123,0.124,0.125,0.126,0.127,0.128,0.129,0.13,0.131,0.132,0.133,0.134,0.135,0.136,0.137,0.138,0.139,0.14,0.141,0.142,0.143,0.144,0.145,0.146,0.147,0.148,0.149,0.15,0.151,0.152,0.153,0.154,0.155,0.156,0.157,0.158,0.159,0.16,0.161,0.162,0.163,0.164,0.165,0.166,0.167,0.168,0.169,0.17,0.171,0.172,0.173,0.174,0.175,0.176,0.177,0.178
